"id","zip_type","zip","zip_complement","short_name","long_name","state_id:id","country_id:id"
151,20,1004,0,"Lausanne","Lausanne","res_country_state_ch_vd","base.ch"
152,20,1005,0,"Lausanne","Lausanne","res_country_state_ch_vd","base.ch"
153,20,1006,0,"Lausanne","Lausanne","res_country_state_ch_vd","base.ch"
154,20,1007,0,"Lausanne","Lausanne","res_country_state_ch_vd","base.ch"
156,10,1008,0,"Prilly","Prilly","res_country_state_ch_vd","base.ch"
157,10,1009,0,"Pully","Pully","res_country_state_ch_vd","base.ch"
158,10,1010,0,"Lausanne","Lausanne","res_country_state_ch_vd","base.ch"
159,20,1011,0,"Lausanne","Lausanne","res_country_state_ch_vd","base.ch"
160,20,1012,0,"Lausanne","Lausanne","res_country_state_ch_vd","base.ch"
162,40,1014,0,"Lausanne Adm cant","Lausanne Adm cant VD","res_country_state_ch_vd","base.ch"
163,10,1015,0,"Lausanne","Lausanne","res_country_state_ch_vd","base.ch"
164,10,1018,0,"Lausanne","Lausanne","res_country_state_ch_vd","base.ch"
165,20,1020,0,"Renens VD","Renens VD","res_country_state_ch_vd","base.ch"
166,30,1020,1,"Renens VD 1","Renens VD 1","res_country_state_ch_vd","base.ch"
167,30,1020,2,"Renens VD 2","Renens VD 2","res_country_state_ch_vd","base.ch"
