"id","zip_type","zip","zip_complement","short_name","long_name","state_id:id","country_id:id"
1308,20,2042,0,"Valangin","Valangin","res_country_state_ch_ne","base.ch"
1309,20,2043,0,"Boudevilliers","Boudevilliers","res_country_state_ch_ne","base.ch"
1310,10,2046,0,"Fontaines NE","Fontaines NE","res_country_state_ch_ne","base.ch"
1311,10,2052,0,"Fontainemelon","Fontainemelon","res_country_state_ch_ne","base.ch"
1312,10,2053,0,"Cernier","Cernier","res_country_state_ch_ne","base.ch"
1313,10,2054,0,"Chézard-St-Martin","Chézard-St-Martin","res_country_state_ch_ne","base.ch"
1314,20,2054,2,"Les Vieux-Prés","Les Vieux-Prés","res_country_state_ch_ne","base.ch"
1316,10,2056,0,"Dombresson","Dombresson","res_country_state_ch_ne","base.ch"
1317,20,2057,0,"Villiers","Villiers","res_country_state_ch_ne","base.ch"
1318,20,2058,0,"Le Pâquier NE","Le Pâquier NE","res_country_state_ch_ne","base.ch"
1321,10,2063,0,"Vilars NE","Vilars NE","res_country_state_ch_ne","base.ch"
1322,10,2065,0,"Savagnier","Savagnier","res_country_state_ch_ne","base.ch"
1323,20,2067,0,"Chaumont","Chaumont","res_country_state_ch_ne","base.ch"
1324,10,2068,0,"Hauterive NE","Hauterive NE","res_country_state_ch_ne","base.ch"
1325,10,2072,0,"St-Blaise","St-Blaise","res_country_state_ch_ne","base.ch"
1326,20,2073,0,"Enges","Enges","res_country_state_ch_ne","base.ch"
1327,20,2074,0,"Marin-Epagnier","Marin-Epagnier","res_country_state_ch_ne","base.ch"
1329,10,3238,0,"Gals","Gals","res_country_state_ch_be","base.ch"
1330,10,2087,0,"Cornaux NE","Cornaux NE","res_country_state_ch_ne","base.ch"
1331,10,2088,0,"Cressier NE","Cressier NE","res_country_state_ch_ne","base.ch"
1333,20,2318,0,"Brot-Plamboz","Brot-Plamboz","res_country_state_ch_ne","base.ch"
1334,10,2103,0,"Noiraigue","Noiraigue","res_country_state_ch_ne","base.ch"
1335,10,2105,0,"Travers","Travers","res_country_state_ch_ne","base.ch"
1336,10,2108,0,"Couvet","Couvet","res_country_state_ch_ne","base.ch"
1338,10,2112,0,"Môtiers NE","Môtiers NE","res_country_state_ch_ne","base.ch"
1339,20,2113,0,"Boveresse","Boveresse","res_country_state_ch_ne","base.ch"
1341,10,2114,0,"Fleurier","Fleurier","res_country_state_ch_ne","base.ch"
1342,10,2115,0,"Buttes","Buttes","res_country_state_ch_ne","base.ch"
1343,10,2117,0,"La Côte-aux-Fées","La Côte-aux-Fées","res_country_state_ch_ne","base.ch"
1344,10,2123,0,"St-Sulpice NE","St-Sulpice NE","res_country_state_ch_ne","base.ch"
1345,10,2406,0,"La Brévine","La Brévine","res_country_state_ch_ne","base.ch"
1346,10,2126,0,"Les Verrières","Les Verrières","res_country_state_ch_ne","base.ch"
1347,20,2406,4,"Le Brouillet","Le Brouillet","res_country_state_ch_ne","base.ch"
1348,20,2406,2,"Les Taillères","Les Taillères","res_country_state_ch_ne","base.ch"
1350,20,2127,0,"Les Bayards","Les Bayards","res_country_state_ch_ne","base.ch"
1352,20,2149,0,"Champ-du-Moulin","Champ-du-Moulin","res_country_state_ch_ne","base.ch"
1353,20,2124,0,"Les Sagnettes","Les Sagnettes","res_country_state_ch_ne","base.ch"
1354,20,2116,0,"Mont-de-Buttes","Mont-de-Buttes","res_country_state_ch_ne","base.ch"
1355,20,1454,2,"La Vraconnaz","La Vraconnaz","res_country_state_ch_vd","base.ch"
1356,20,2019,2,"Chambrelien","Chambrelien","res_country_state_ch_ne","base.ch"
1357,20,2019,0,"Rochefort","Rochefort","res_country_state_ch_ne","base.ch"
1358,20,2037,0,"Montmollin","Montmollin","res_country_state_ch_ne","base.ch"
1359,10,2206,0,"Geneveys-Coffrane","Les Geneveys-sur-Coffrane","res_country_state_ch_ne","base.ch"
1360,20,2207,0,"Coffrane","Coffrane","res_country_state_ch_ne","base.ch"
1361,20,2208,0,"Les Hauts-Geneveys","Les Hauts-Geneveys","res_country_state_ch_ne","base.ch"
1364,20,2300,0,"La Chaux-de-Fonds","La Chaux-de-Fonds","res_country_state_ch_ne","base.ch"
1365,80,2300,1,"La Chaux-de-Fds 1","La Chaux-de-Fonds 1","res_country_state_ch_ne","base.ch"
1366,30,2302,0,"La Chaux-de-Fonds","La Chaux-de-Fonds","res_country_state_ch_ne","base.ch"
1367,30,2303,0,"La Chaux-de-Fonds","La Chaux-de-Fonds","res_country_state_ch_ne","base.ch"
1369,30,2306,0,"La Chaux-de-Fonds","La Chaux-de-Fonds","res_country_state_ch_ne","base.ch"
1372,80,2300,60,"Chdfds 1 Dist","La Chaux-de-Fonds 1 Dist","res_country_state_ch_ne","base.ch"
1376,30,2301,1,"La Chaux-de-Fonds","La Chaux-de-Fonds","res_country_state_ch_ne","base.ch"
1377,30,2304,0,"La Chaux-de-Fonds","La Chaux-de-Fonds","res_country_state_ch_ne","base.ch"
1380,20,2316,2,"Petit-Martel","Petit-Martel","res_country_state_ch_ne","base.ch"
1383,20,2338,0,"Les Emibois","Les Emibois","res_country_state_ch_ju","base.ch"
1384,10,2314,0,"La Sagne NE","La Sagne NE","res_country_state_ch_ne","base.ch"
1385,10,2316,0,"Ponts-de-Martel","Les Ponts-de-Martel","res_country_state_ch_ne","base.ch"
1387,20,2322,0,"Le Crêt-du-Locle","Le Crêt-du-Locle","res_country_state_ch_ne","base.ch"
1388,20,2325,0,"Les Planchettes","Les Planchettes","res_country_state_ch_ne","base.ch"
1389,20,2300,8,"La Cibourg","La Cibourg","res_country_state_ch_ne","base.ch"
1390,10,2333,0,"La Ferrière","La Ferrière","res_country_state_ch_be","base.ch"
1391,10,2336,0,"Les Bois","Les Bois","res_country_state_ch_ju","base.ch"
1392,10,2400,0,"Le Locle","Le Locle","res_country_state_ch_ne","base.ch"
1397,20,2406,3,"La Châtagne","La Châtagne","res_country_state_ch_ne","base.ch"
1399,10,2405,0,"La Chaux-du-Milieu","La Chaux-du-Milieu","res_country_state_ch_ne","base.ch"
1402,20,2400,2,"Le Prévoux","Le Prévoux","res_country_state_ch_ne","base.ch"
1403,20,2414,0,"Cerneux-Péquignot","Le Cerneux-Péquignot","res_country_state_ch_ne","base.ch"
1404,10,2416,0,"Les Brenets","Les Brenets","res_country_state_ch_ne","base.ch"
1406,20,2500,0,"Biel/Bienne","Biel/Bienne","res_country_state_ch_be","base.ch"
1407,80,2500,1,"Biel/Bienne 1","Biel/Bienne 1","res_country_state_ch_be","base.ch"
1408,30,2500,3,"Biel/Bienne 3","Biel/Bienne 3","res_country_state_ch_be","base.ch"
1409,30,2500,4,"Biel/Bienne 4","Biel/Bienne 4","res_country_state_ch_be","base.ch"
1411,30,2500,6,"Biel/Bienne 6","Biel/Bienne 6","res_country_state_ch_be","base.ch"
1412,30,2500,7,"Biel/Bienne 7","Biel/Bienne 7","res_country_state_ch_be","base.ch"
1413,30,2500,8,"Biel/Bienne 8","Biel/Bienne 8","res_country_state_ch_be","base.ch"
1416,80,2500,60,"Biel/Bienne 1 Zust","Biel/Bienne 1 Zustellung","res_country_state_ch_be","base.ch"
1419,80,2500,68,"Biel 1 Annahme","Biel/Bienne 1 Annahme","res_country_state_ch_be","base.ch"
1426,30,2501,0,"Biel/Bienne","Biel/Bienne","res_country_state_ch_be","base.ch"
1428,20,2502,0,"Biel/Bienne","Biel/Bienne","res_country_state_ch_be","base.ch"
1429,20,2503,0,"Biel/Bienne","Biel/Bienne","res_country_state_ch_be","base.ch"
1430,20,2504,0,"Biel/Bienne","Biel/Bienne","res_country_state_ch_be","base.ch"
1431,20,2505,0,"Biel/Bienne","Biel/Bienne","res_country_state_ch_be","base.ch"
1432,20,2512,0,"Tüscherz-Alfermée","Tüscherz-Alfermée","res_country_state_ch_be","base.ch"
1433,10,2513,0,"Twann","Twann","res_country_state_ch_be","base.ch"
1434,20,2514,0,"Ligerz","Ligerz","res_country_state_ch_be","base.ch"
1435,10,2515,0,"Prêles","Prêles","res_country_state_ch_be","base.ch"
1436,10,2516,0,"Lamboing","Lamboing","res_country_state_ch_be","base.ch"
1437,20,2517,0,"Diesse","Diesse","res_country_state_ch_be","base.ch"
1438,20,2518,0,"Nods","Nods","res_country_state_ch_be","base.ch"
1439,10,2520,0,"La Neuveville","La Neuveville","res_country_state_ch_be","base.ch"
1440,10,2523,0,"Lignières","Lignières","res_country_state_ch_ne","base.ch"
1441,10,2525,0,"Le Landeron","Le Landeron","res_country_state_ch_ne","base.ch"
1442,20,2532,0,"Magglingen/Macolin","Magglingen/Macolin","res_country_state_ch_be","base.ch"
1443,10,2533,0,"Evilard","Evilard","res_country_state_ch_be","base.ch"
1444,10,2534,0,"Orvin","Orvin","res_country_state_ch_be","base.ch"
1445,20,2534,2,"Les Prés-d'Orvin","Les Prés-d'Orvin","res_country_state_ch_be","base.ch"
1446,20,2535,0,"Frinvillier","Frinvillier","res_country_state_ch_be","base.ch"
1447,10,2536,0,"Plagne","Plagne","res_country_state_ch_be","base.ch"
1448,20,2537,0,"Vauffelin","Vauffelin","res_country_state_ch_be","base.ch"
1449,20,2538,0,"Romont BE","Romont BE","res_country_state_ch_be","base.ch"
1450,20,2540,0,"Grenchen","Grenchen","res_country_state_ch_so","base.ch"
1451,30,2540,1,"Grenchen 1","Grenchen 1","res_country_state_ch_so","base.ch"
1452,30,2540,2,"Grenchen 2","Grenchen 2","res_country_state_ch_so","base.ch"
1455,10,2542,0,"Pieterlen","Pieterlen","res_country_state_ch_be","base.ch"
1456,10,2543,0,"Lengnau BE","Lengnau BE","res_country_state_ch_be","base.ch"
1457,10,2544,0,"Bettlach","Bettlach","res_country_state_ch_so","base.ch"
1459,10,2545,0,"Selzach","Selzach","res_country_state_ch_so","base.ch"
1461,10,2552,0,"Orpund","Orpund","res_country_state_ch_be","base.ch"
1462,10,2553,0,"Safnern","Safnern","res_country_state_ch_be","base.ch"
1463,10,2554,0,"Meinisberg","Meinisberg","res_country_state_ch_be","base.ch"
1464,10,2555,0,"Brügg BE","Brügg BE","res_country_state_ch_be","base.ch"
1466,20,2556,0,"Scheuren","Scheuren","res_country_state_ch_be","base.ch"
1467,10,2557,0,"Studen BE","Studen BE","res_country_state_ch_be","base.ch"
1468,10,2558,0,"Aegerten","Aegerten","res_country_state_ch_be","base.ch"
1469,10,2560,0,"Nidau","Nidau","res_country_state_ch_be","base.ch"
1470,10,2562,0,"Port","Port","res_country_state_ch_be","base.ch"
1471,10,2563,0,"Ipsach","Ipsach","res_country_state_ch_be","base.ch"
1472,10,2564,0,"Bellmund","Bellmund","res_country_state_ch_be","base.ch"
1473,20,2565,0,"Jens","Jens","res_country_state_ch_be","base.ch"
1475,10,2572,0,"Sutz","Sutz","res_country_state_ch_be","base.ch"
1477,10,2575,0,"Täuffelen","Täuffelen","res_country_state_ch_be","base.ch"
1478,20,2576,0,"Lüscherz","Lüscherz","res_country_state_ch_be","base.ch"
1480,20,2577,0,"Siselen BE","Siselen BE","res_country_state_ch_be","base.ch"
1481,20,3237,0,"Brüttelen","Brüttelen","res_country_state_ch_be","base.ch"
1482,10,2603,0,"Péry","Péry","res_country_state_ch_be","base.ch"
1483,20,2604,0,"La Heutte","La Heutte","res_country_state_ch_be","base.ch"
1484,10,2605,0,"Sonceboz-Sombeval","Sonceboz-Sombeval","res_country_state_ch_be","base.ch"
1485,10,2606,0,"Corgémont","Corgémont","res_country_state_ch_be","base.ch"
1486,10,2607,0,"Cortébert","Cortébert","res_country_state_ch_be","base.ch"
1487,10,2608,0,"Courtelary","Courtelary","res_country_state_ch_be","base.ch"
1488,20,2608,2,"Mtgne-Courtelary","Montagne-de-Courtelary","res_country_state_ch_be","base.ch"
1489,10,2610,0,"St-Imier","St-Imier","res_country_state_ch_be","base.ch"
1490,20,2610,2,"Mont-Soleil","Mont-Soleil","res_country_state_ch_be","base.ch"
1491,20,2610,4,"Mont-Crosin","Mont-Crosin","res_country_state_ch_be","base.ch"
1493,20,2612,0,"Cormoret","Cormoret","res_country_state_ch_be","base.ch"
1494,10,2613,0,"Villeret","Villeret","res_country_state_ch_be","base.ch"
1495,10,2615,0,"Sonvilier","Sonvilier","res_country_state_ch_be","base.ch"
1496,20,2615,2,"Montagne-Sonvilier","Montagne-de-Sonvilier","res_country_state_ch_be","base.ch"
1497,10,2616,0,"Renan BE","Renan BE","res_country_state_ch_be","base.ch"
1498,10,2710,0,"Tavannes","Tavannes","res_country_state_ch_be","base.ch"
1502,20,2712,0,"Le Fuet","Le Fuet","res_country_state_ch_be","base.ch"
1503,20,2714,2,"Le Prédame","Le Prédame","res_country_state_ch_ju","base.ch"
1504,20,2717,0,"Fornet-Dessous","Fornet-Dessous","res_country_state_ch_be","base.ch"
1505,20,2718,2,"Fornet-Dessus","Fornet-Dessus","res_country_state_ch_ju","base.ch"
1506,80,2715,0,"Châtelat-Monible","Châtelat-Monible","res_country_state_ch_be","base.ch"
1507,20,2716,0,"Sornetan","Sornetan","res_country_state_ch_be","base.ch"
1508,10,2713,0,"Bellelay","Bellelay","res_country_state_ch_be","base.ch"
1509,10,2714,0,"Les Genevez JU","Les Genevez JU","res_country_state_ch_ju","base.ch"
1510,10,2718,0,"Lajoux JU","Lajoux JU","res_country_state_ch_ju","base.ch"
1511,10,2720,0,"Tramelan","Tramelan","res_country_state_ch_be","base.ch"
1512,20,2720,2,"La Tanne","La Tanne","res_country_state_ch_be","base.ch"
1513,20,2722,0,"Les Reussilles","Les Reussilles","res_country_state_ch_be","base.ch"
1514,20,2723,0,"Mont-Tramelan","Mont-Tramelan","res_country_state_ch_be","base.ch"
1516,10,2345,0,"Les Breuleux","Les Breuleux","res_country_state_ch_ju","base.ch"
1517,20,2345,2,"Le Cerneux-Veusil","Le Cerneux-Veusil","res_country_state_ch_ju","base.ch"
1518,20,2345,3,"Chaux-des-Breuleux","La Chaux-des-Breuleux","res_country_state_ch_ju","base.ch"
1519,10,2340,0,"Le Noirmont","Le Noirmont","res_country_state_ch_ju","base.ch"
1520,10,2350,0,"Saignelégier","Saignelégier","res_country_state_ch_ju","base.ch"
1521,20,2353,0,"Les Pommerats","Les Pommerats","res_country_state_ch_ju","base.ch"
1522,20,2354,0,"Goumois","Goumois","res_country_state_ch_ju","base.ch"
1523,10,2732,0,"Reconvilier","Reconvilier","res_country_state_ch_be","base.ch"
1524,20,2732,2,"Saicourt","Saicourt","res_country_state_ch_be","base.ch"
1525,20,2732,3,"Saules BE","Saules BE","res_country_state_ch_be","base.ch"
1526,20,2732,4,"Loveresse","Loveresse","res_country_state_ch_be","base.ch"
1527,20,2733,0,"Pontenet","Pontenet","res_country_state_ch_be","base.ch"
1529,30,2735,0,"Malleray-Bévilard","Malleray-Bévilard","res_country_state_ch_be","base.ch"
1530,20,2735,2,"Bévilard","Bévilard","res_country_state_ch_be","base.ch"
1531,20,2736,0,"Sorvilier","Sorvilier","res_country_state_ch_be","base.ch"
1532,10,2738,0,"Court","Court","res_country_state_ch_be","base.ch"
1533,20,2740,0,"Moutier","Moutier","res_country_state_ch_be","base.ch"
1534,30,2740,1,"Moutier 1","Moutier 1","res_country_state_ch_be","base.ch"
1535,30,2740,2,"Moutier 2","Moutier 2","res_country_state_ch_be","base.ch"
1537,20,2742,0,"Perrefitte","Perrefitte","res_country_state_ch_be","base.ch"
1538,20,2748,0,"Souboz","Souboz","res_country_state_ch_be","base.ch"
1539,10,2743,0,"Eschert","Eschert","res_country_state_ch_be","base.ch"
1540,20,2744,0,"Belprahon","Belprahon","res_country_state_ch_be","base.ch"
1541,20,2747,2,"Seehof","Seehof","res_country_state_ch_be","base.ch"
1542,20,2745,0,"Grandval","Grandval","res_country_state_ch_be","base.ch"
1543,10,2746,0,"Crémines","Crémines","res_country_state_ch_be","base.ch"
1544,20,2747,0,"Corcelles BE","Corcelles BE","res_country_state_ch_be","base.ch"
1545,20,2762,0,"Roches BE","Roches BE","res_country_state_ch_be","base.ch"
1547,20,2832,0,"Rebeuvelier","Rebeuvelier","res_country_state_ch_ju","base.ch"
1549,10,2830,0,"Courrendlin","Courrendlin","res_country_state_ch_ju","base.ch"
1551,20,2800,0,"Delémont","Delémont","res_country_state_ch_ju","base.ch"
1552,30,2800,1,"Delémont 1","Delémont 1","res_country_state_ch_ju","base.ch"
1553,30,2800,2,"Delémont 2","Delémont 2","res_country_state_ch_ju","base.ch"
1554,80,2800,60,"Delémont 1 Dist","Delémont 1 Distribution","res_country_state_ch_ju","base.ch"
1555,10,2802,0,"Develier","Develier","res_country_state_ch_ju","base.ch"
1556,20,2803,0,"Bourrignon","Bourrignon","res_country_state_ch_ju","base.ch"
1557,10,2805,0,"Soyhières","Soyhières","res_country_state_ch_ju","base.ch"
1558,20,2806,0,"Mettembert","Mettembert","res_country_state_ch_ju","base.ch"
1559,10,2807,0,"Pleigne","Pleigne","res_country_state_ch_ju","base.ch"
1560,20,2807,1,"Lucelle","Lucelle","res_country_state_ch_ju","base.ch"
1561,10,2812,0,"Movelier","Movelier","res_country_state_ch_ju","base.ch"
1562,20,2813,0,"Ederswiler","Ederswiler","res_country_state_ch_ju","base.ch"
1563,20,2814,0,"Roggenburg","Roggenburg","res_country_state_ch_bl","base.ch"
1564,10,2822,0,"Courroux","Courroux","res_country_state_ch_ju","base.ch"
1565,20,2823,0,"Courcelon","Courcelon","res_country_state_ch_ju","base.ch"
1566,10,2824,0,"Vicques","Vicques","res_country_state_ch_ju","base.ch"
1567,20,2825,0,"Courchapoix","Courchapoix","res_country_state_ch_ju","base.ch"
1568,20,2826,0,"Corban","Corban","res_country_state_ch_ju","base.ch"
1570,10,2827,0,"Mervelier","Mervelier","res_country_state_ch_ju","base.ch"
1571,10,2828,0,"Montsevelier","Montsevelier","res_country_state_ch_ju","base.ch"
1572,10,2829,0,"Vermes","Vermes","res_country_state_ch_ju","base.ch"
1573,20,2842,0,"Rossemaison","Rossemaison","res_country_state_ch_ju","base.ch"
1574,20,2843,0,"Châtillon JU","Châtillon JU","res_country_state_ch_ju","base.ch"
1575,10,2852,0,"Courtételle","Courtételle","res_country_state_ch_ju","base.ch"
1576,10,2853,0,"Courfaivre","Courfaivre","res_country_state_ch_ju","base.ch"
1577,10,2854,0,"Bassecourt","Bassecourt","res_country_state_ch_ju","base.ch"
1578,10,2855,0,"Glovelier","Glovelier","res_country_state_ch_ju","base.ch"
1579,10,2856,0,"Boécourt","Boécourt","res_country_state_ch_ju","base.ch"
1580,20,2857,0,"Montavon","Montavon","res_country_state_ch_ju","base.ch"
1582,20,2863,0,"Undervelier","Undervelier","res_country_state_ch_ju","base.ch"
1583,10,2864,0,"Soulce","Soulce","res_country_state_ch_ju","base.ch"
1584,20,2873,0,"Saulcy","Saulcy","res_country_state_ch_ju","base.ch"
1590,10,2882,0,"St-Ursanne","St-Ursanne","res_country_state_ch_ju","base.ch"
1592,20,2883,0,"Montmelon","Montmelon","res_country_state_ch_ju","base.ch"
1593,20,2884,0,"Montenol","Montenol","res_country_state_ch_ju","base.ch"
1594,10,2885,0,"Epauvillers","Epauvillers","res_country_state_ch_ju","base.ch"
1595,20,2886,0,"Epiquerez","Epiquerez","res_country_state_ch_ju","base.ch"
1597,20,2887,0,"Soubey","Soubey","res_country_state_ch_ju","base.ch"
1598,20,2888,0,"Seleute","Seleute","res_country_state_ch_ju","base.ch"
1600,20,2889,0,"Ocourt","Ocourt","res_country_state_ch_ju","base.ch"
1601,10,2950,0,"Courgenay","Courgenay","res_country_state_ch_ju","base.ch"
1602,20,2900,0,"Porrentruy","Porrentruy","res_country_state_ch_ju","base.ch"
1603,30,2900,1,"Porrentruy 1","Porrentruy 1","res_country_state_ch_ju","base.ch"
1604,30,2900,2,"Porrentruy 2","Porrentruy 2","res_country_state_ch_ju","base.ch"
1605,80,2900,60,"Porrentruy 1 Dist","Porrentruy 1 Distribution","res_country_state_ch_ju","base.ch"
1607,10,2902,0,"Fontenais","Fontenais","res_country_state_ch_ju","base.ch"
1608,20,2903,0,"Villars-Fontenais","Villars-sur-Fontenais","res_country_state_ch_ju","base.ch"
1609,20,2904,0,"Bressaucourt","Bressaucourt","res_country_state_ch_ju","base.ch"
1610,20,2905,0,"Courtedoux","Courtedoux","res_country_state_ch_ju","base.ch"
1611,10,2906,0,"Chevenez","Chevenez","res_country_state_ch_ju","base.ch"
1612,20,2907,0,"Rocourt","Rocourt","res_country_state_ch_ju","base.ch"
1613,10,2908,0,"Grandfontaine","Grandfontaine","res_country_state_ch_ju","base.ch"
1615,20,2912,3,"Roche-d'Or","Roche-d'Or","res_country_state_ch_ju","base.ch"
1616,20,2914,0,"Damvant","Damvant","res_country_state_ch_ju","base.ch"
1617,10,2915,0,"Bure","Bure","res_country_state_ch_ju","base.ch"
1618,20,2916,0,"Fahy","Fahy","res_country_state_ch_ju","base.ch"
1620,20,2922,0,"Courchavon","Courchavon","res_country_state_ch_ju","base.ch"
1621,10,2923,0,"Courtemaîche","Courtemaîche","res_country_state_ch_ju","base.ch"
1622,20,2924,0,"Montignez","Montignez","res_country_state_ch_ju","base.ch"
1624,20,2925,0,"Buix","Buix","res_country_state_ch_ju","base.ch"
1625,10,2926,0,"Boncourt","Boncourt","res_country_state_ch_ju","base.ch"
1626,10,2932,0,"Coeuve","Coeuve","res_country_state_ch_ju","base.ch"
1629,20,2935,0,"Beurnevésin","Beurnevésin","res_country_state_ch_ju","base.ch"
1630,10,2942,0,"Alle","Alle","res_country_state_ch_ju","base.ch"
1631,10,2943,0,"Vendlincourt","Vendlincourt","res_country_state_ch_ju","base.ch"
1632,10,2944,0,"Bonfol","Bonfol","res_country_state_ch_ju","base.ch"
1633,10,2946,0,"Miécourt","Miécourt","res_country_state_ch_ju","base.ch"
1634,20,2947,0,"Charmoille","Charmoille","res_country_state_ch_ju","base.ch"
1635,10,2952,0,"Cornol","Cornol","res_country_state_ch_ju","base.ch"
1637,80,2953,0,"Fregiécourt-Pleuj","Fregiécourt-Pleujouse","res_country_state_ch_ju","base.ch"
1638,20,2954,0,"Asuel","Asuel","res_country_state_ch_ju","base.ch"
1670,20,3000,0,"Bern","Bern","res_country_state_ch_be","base.ch"
1671,80,3000,1,"Bern 1 Schanzenpst","Bern 1 Schanzenpost","res_country_state_ch_be","base.ch"
1673,30,3000,5,"Bern 5","Bern 5","res_country_state_ch_be","base.ch"
1674,30,3000,6,"Bern 6","Bern 6","res_country_state_ch_be","base.ch"
1676,30,3000,8,"Bern 8","Bern 8","res_country_state_ch_be","base.ch"
1677,30,3000,9,"Bern 9","Bern 9","res_country_state_ch_be","base.ch"
1680,30,3000,13,"Bern 13","Bern 13","res_country_state_ch_be","base.ch"
1681,30,3000,14,"Bern 14","Bern 14","res_country_state_ch_be","base.ch"
1682,30,3000,15,"Bern 15","Bern 15","res_country_state_ch_be","base.ch"
1685,80,3000,21,"Bern 21","Bern 21","res_country_state_ch_be","base.ch"
1686,30,3000,22,"Bern 22","Bern 22","res_country_state_ch_be","base.ch"
1687,30,3000,23,"Bern 23","Bern 23","res_country_state_ch_be","base.ch"
1688,30,3000,25,"Bern 25","Bern 25","res_country_state_ch_be","base.ch"
1691,30,3000,31,"Bern 31","Bern 31","res_country_state_ch_be","base.ch"
1703,80,3000,76,"Bern Postauto","Bern Postauto BE-FB-SO","res_country_state_ch_be","base.ch"
1710,30,3001,0,"Bern","Bern","res_country_state_ch_be","base.ch"
1711,40,3002,0,"Bern Postfinance","Bern Postfinance","res_country_state_ch_be","base.ch"
1712,40,3003,0,"Bern","Bern","res_country_state_ch_be","base.ch"
1713,10,3004,0,"Bern","Bern","res_country_state_ch_be","base.ch"
1714,20,3005,0,"Bern","Bern","res_country_state_ch_be","base.ch"
1715,20,3006,0,"Bern","Bern","res_country_state_ch_be","base.ch"
1716,20,3007,0,"Bern","Bern","res_country_state_ch_be","base.ch"
1717,20,3008,0,"Bern","Bern","res_country_state_ch_be","base.ch"
1718,10,3010,0,"Bern","Bern","res_country_state_ch_be","base.ch"
1719,20,3011,0,"Bern","Bern","res_country_state_ch_be","base.ch"
1720,20,3012,0,"Bern","Bern","res_country_state_ch_be","base.ch"
1721,20,3013,0,"Bern","Bern","res_country_state_ch_be","base.ch"
1722,20,3014,0,"Bern","Bern","res_country_state_ch_be","base.ch"
1723,20,3015,0,"Bern","Bern","res_country_state_ch_be","base.ch"
1724,10,3018,0,"Bern","Bern","res_country_state_ch_be","base.ch"
1725,20,3019,0,"Bern","Bern","res_country_state_ch_be","base.ch"
1726,20,3020,0,"Bern","Bern","res_country_state_ch_be","base.ch"
1727,10,3027,0,"Bern","Bern","res_country_state_ch_be","base.ch"
1728,10,3095,0,"Spiegel b. Bern","Spiegel b. Bern","res_country_state_ch_be","base.ch"
1742,10,3032,0,"Hinterkappelen","Hinterkappelen","res_country_state_ch_be","base.ch"
1743,10,3033,0,"Wohlen b. Bern","Wohlen b. Bern","res_country_state_ch_be","base.ch"
1744,20,3034,0,"Murzelen","Murzelen","res_country_state_ch_be","base.ch"
1745,20,3035,0,"Frieswil","Frieswil","res_country_state_ch_be","base.ch"
1746,10,3036,0,"Detligen","Detligen","res_country_state_ch_be","base.ch"
1747,10,3037,0,"Herrenschwanden","Herrenschwanden","res_country_state_ch_be","base.ch"
1748,10,3038,0,"Kirchlindach","Kirchlindach","res_country_state_ch_be","base.ch"
1750,20,3042,0,"Ortschwaben","Ortschwaben","res_country_state_ch_be","base.ch"
1751,10,3043,0,"Uettligen","Uettligen","res_country_state_ch_be","base.ch"
1752,20,3049,0,"Säriswil","Säriswil","res_country_state_ch_be","base.ch"
1753,10,3045,0,"Meikirch","Meikirch","res_country_state_ch_be","base.ch"
1754,20,3046,0,"Wahlendorf","Wahlendorf","res_country_state_ch_be","base.ch"
1755,10,3047,0,"Bremgarten b. Bern","Bremgarten b. Bern","res_country_state_ch_be","base.ch"
1756,10,3048,0,"Worblaufen","Worblaufen","res_country_state_ch_be","base.ch"
1757,10,3052,0,"Zollikofen","Zollikofen","res_country_state_ch_be","base.ch"
1761,10,3053,0,"Münchenbuchsee","Münchenbuchsee","res_country_state_ch_be","base.ch"
1762,10,3054,0,"Schüpfen","Schüpfen","res_country_state_ch_be","base.ch"
1763,10,3063,0,"Ittigen","Ittigen","res_country_state_ch_be","base.ch"
1764,20,3065,0,"Bolligen","Bolligen","res_country_state_ch_be","base.ch"
1765,30,3065,1,"Bolligen Dorf","Bolligen Dorf","res_country_state_ch_be","base.ch"
1766,80,3065,2,"Bolligen Station","Bolligen Station","res_country_state_ch_be","base.ch"
1767,10,3066,0,"Stettlen","Stettlen","res_country_state_ch_be","base.ch"
1768,10,3067,0,"Boll","Boll","res_country_state_ch_be","base.ch"
1769,20,3068,0,"Utzigen","Utzigen","res_country_state_ch_be","base.ch"
1770,20,3072,0,"Ostermundigen","Ostermundigen","res_country_state_ch_be","base.ch"
1771,30,3072,1,"Ostermundigen 1","Ostermundigen 1","res_country_state_ch_be","base.ch"
1772,30,3072,2,"Ostermundigen 2","Ostermundigen 2","res_country_state_ch_be","base.ch"
1773,80,3072,11,"Ostermundigen SB","Ostermundigen SB","res_country_state_ch_be","base.ch"
1774,10,3073,0,"Gümligen","Gümligen","res_country_state_ch_be","base.ch"
1775,10,3074,0,"Muri b. Bern","Muri b. Bern","res_country_state_ch_be","base.ch"
1776,10,3075,0,"Rüfenacht BE","Rüfenacht BE","res_country_state_ch_be","base.ch"
1777,10,3076,0,"Worb","Worb","res_country_state_ch_be","base.ch"
1781,20,3077,0,"Enggistein","Enggistein","res_country_state_ch_be","base.ch"
1782,20,3078,0,"Richigen","Richigen","res_country_state_ch_be","base.ch"
1783,20,3082,0,"Schlosswil","Schlosswil","res_country_state_ch_be","base.ch"
1784,20,3083,0,"Trimstein","Trimstein","res_country_state_ch_be","base.ch"
