831	10	1635	00	La Tour-de-Trême	La Tour-de-Trême	FR
832	10	1636	00	Broc	Broc	FR
833	10	1637	00	Charmey (Gruyère)	Charmey (Gruyère)	FR
836	10	1661	00	Pâquier-Montbarry	Le Pâquier-Montbarry	FR
837	20	1663	02	Pringy	Pringy	FR
838	20	1665	00	Estavannens	Estavannens	FR
839	20	1667	00	Enney	Enney	FR
840	20	1669	04	Neirivue	Neirivue	FR
841	10	1669	00	Albeuve	Albeuve	FR
842	10	1663	00	Gruyères	Gruyères	FR
843	10	1663	03	Epagny	Epagny	FR
845	10	1666	00	Grandvillard	Grandvillard	FR
