"id","group","cb_number","branch_id","new_cb_number","sic_number","headquarters","cb_number_type","valid_from","sic_code","eurosic_code","language","short_name","long_name","home_address","postal_address","zip","location","phone","fax","telephone_code","country_code","postal_code","swift"
929,"6","62502",0000,,625026,"6250","2",2011-12-31,"1","1","2","Banque Valiant","Banque Valiant SA (ex Banque Romande Valiant SA)","Place des Bennelats 10","Case postale","2900","Porrentruy","032 465 38 10","032 465 38 28",,,"*30-38195-5","RBABCH22415"
930,"6","62503",0000,,625034,"6250","2",2011-12-31,"1","1","2","Banque Valiant","Banque Valiant SA (ex Banque Romande Valiant SA)","Rue de l'Hôtel-de-Ville 16","Case postale 88","2740","Moutier","032 494 63 63","032 494 63 69",,,"*30-38195-5","RBABCH22415"
931,"6","62504",0000,,625042,"6250","2",2011-12-31,"1","1","2","Banque Valiant","Banque Valiant SA (ex Banque Romande Valiant SA)","Place du 23 juin 4","Case postale","2350","Saignelégier","032 952 52 52","032 952 52 59",,,"*30-38195-5","RBABCH22415"
932,"6","6300",0000,,063000,"6300","1",2009-11-07,"1","1","1","Valiant Bank","Valiant Bank AG","Bundesplatz 4","Postfach","3001","Bern","031 320 91 11","031 320 91 12",,,"30-38112-0","VABECH22XXX"
933,"6","6300",0001,,063000,"6300","3",2006-02-09,"1","1","1","Valiant Bank","Valiant Bank AG","Solothurnstrasse 4",,"3315","Bätterkinden","032 665 25 15","032 665 28 44",,,"*30-38112-0",
934,"6","6300",0002,,063000,"6300","3",2005-04-28,"1","1","1","Valiant Bank","Valiant Bank AG","Bernstrasse 10","Postfach","3312","Fraubrunnen","031 760 60 60","031 760 60 69",,,"*30-38112-0",
935,"6","6300",0003,,063000,"6300","3",2011-04-15,"1","1","1","Valiant Bank","Valiant Bank AG","Sägetstrasse 1","Postfach","3303","Jegenstorf","031 764 64 64","031 764 64 65",,,"*30-38112-0",
936,"6","6300",0005,,063000,"6300","3",2006-02-09,"1","1","1","Valiant Bank","Valiant Bank AG","Bernstrasse 4",,"3053","Münchenbuchsee","031 868 10 20","031 868 10 29",,,"*30-38112-0",
937,"6","6300",0006,,063000,"6300","3",2003-07-10,"1","1","1","Valiant Bank","Valiant Bank AG","Zentrumsplatz 1","Postfach","3322","Urtenen-Schönbühl","031 859 37 47","031 859 39 79",,,"*30-38112-0",
938,"6","6300",0007,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Bahnhofstrasse 23","Postfach","3427","Utzenstorf","032 665 33 61","032 665 37 72",,,"*30-38112-0",
939,"6","6300",0008,,063000,"6300","3",2007-05-23,"1","1","1","Valiant Bank","Valiant Bank AG","Bethlehemstrasse 1","Postfach","3027","Bern","031 998 30 30","031 998 30 39",,,"*30-38112-0",
940,"6","6300",0009,,063000,"6300","3",2007-05-23,"1","1","1","Valiant Bank","Valiant Bank AG","Schwarzenburgstrasse 252","Postfach","3098","Köniz","031 978 30 30","031 978 30 39",,,"*30-38112-0",
941,"6","6300",0012,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Breitenrainplatz 33","Postfach","3000","Bern 22","031 332 32 26","031 331 49 07",,,"*30-38112-0",
942,"6","6300",0016,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Talgut-Zentrum 25","Postfach","3063","Ittigen","031 917 10 60","031 917 10 69",,,"*30-38112-0",
943,"6","6300",0017,,063000,"6300","3",2005-04-28,"1","1","1","Valiant Bank","Valiant Bank AG","Marktgasse 19","Postfach","4902","Langenthal","062 923 69 33","062 923 69 34",,,"*30-38112-0",
944,"6","6300",0018,,063000,"6300","3",2000-04-18,"1","1","1","Valiant Bank","Valiant Bank AG","Bahnhofstrasse 45","Postfach","3401","Burgdorf","034 423 12 12","034 423 12 13",,,"*30-38112-0",
945,"6","6300",0021,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Füllerichstrasse 53","Postfach","3073","Gümligen","031 954 29 10","031 954 29 15",,,"*30-38112-0",
946,"6","6300",0022,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Murtenstrasse 2","Postfach","3177","Laupen BE","031 747 66 66","031 747 96 44",,,"*30-38112-0",
947,"6","6300",0024,,063000,"6300","3",2011-04-15,"1","1","1","Valiant Bank","Valiant Bank AG","Bahnhofstrasse 17","Postfach","3250","Lyss","032 387 65 65","032 387 65 66",,,"*30-38112-0",
948,"6","6300",0025,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Murtenstrasse 28","Postfach","3203","Mühleberg","031 751 10 01","031 751 10 43",,,"*30-38112-0",
949,"6","6300",0026,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Oeleweg 2","Postfach","3176","Neuenegg","031 741 33 11","031 741 36 38",,,"*30-38112-0",
950,"6","6300",0027,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Hauptstrasse 14","Postfach","3033","Wohlen b. Bern","031 829 33 11","031 829 22 78",,,"*30-38112-0",
951,"6","6300",0028,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Bahnhofstrasse 8","Postfach","3210","Kerzers","031 755 64 64","031 755 75 39",,,"*30-38112-0",
952,"6","6300",0030,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Dorf","Postfach","3537","Eggiwil","034 491 40 85","034 491 40 87",,,"*30-38112-0",
953,"6","6300",0035,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Dorfplatz","Postfach","6197","Schangnau","034 493 50 05","034 493 50 07",,,"*30-38112-0",
954,"6","6300",0037,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Dorfstrasse 19","Postfach","3534","Signau","034 497 12 49","034 497 11 08",,,"*30-38112-0",
955,"6","6300",0039,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Bahnhofstrasse 9","Postfach","3555","Trubschachen","034 495 51 88","034 495 55 48",,,"*30-38112-0",
956,"6","6300",0040,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Langnaustrasse 21","Postfach","3436","Zollbrück","034 496 94 11","034 496 94 21",,,"*30-38112-0",
957,"6","6300",0041,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Bernstrasse 3","Postfach","3122","Kehrsatz","031 961 18 04","031 961 74 01",,,"*30-38112-0",
958,"6","6300",0042,,063000,"6300","3",2005-04-28,"1","1","1","Valiant Bank","Valiant Bank AG","Bahnhofstrasse 19","Postfach","3125","Toffen","031 819 45 35","031 819 82 28",,,"*30-38112-0",
959,"6","6300",0044,,063000,"6300","3",2005-04-23,"1","1","1","Valiant Bank","Valiant Bank AG","Bahnhofplatz 7","Postfach","3001","Bern","031 320 91 11","031 320 91 12",,,"*30-38112-0",
960,"6","6300",0045,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Bahnhofstrasse 3","Postfach","3123","Belp","031 818 21 11","031 818 21 12",,,"*30-38112-0",
961,"6","6300",0049,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Dorfstrasse 7","Postfach","3550","Langnau","034 409 41 11","034 409 41 41",,,"*30-38112-0","VABECH22XXX"
962,"6","6300",0050,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Schlossgasse 5","Postfach","3280","Murten/Morat","026 672 98 30","026 670 30 58",,,"*30-38112-0",
963,"6","6300",0051,,063000,"6300","3",2005-04-28,"1","1","1","Valiant Bank","Valiant Bank AG","Bernstrasse 32","Postfach","3072","Ostermundigen","031 931 84 84","031 931 69 59",,,"*30-38112-0",
964,"6","6300",0052,,063000,"6300","3",2004-06-26,"1","1","1","Valiant Bank","Valiant Bank AG","Bernstrasse 135",,"3052","Zollikofen","031 915 14 14","031 915 14 19",,,"*30-38112-0",
965,"6","6300",0054,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Bernstrasse 3","Postfach","3175","Flamatt","031 741 03 92","031 741 16 95",,,"*30-38112-0",
966,"6","6300",0055,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Hauptstrasse 29","Postfach","3186","Düdingen","026 492 51 00","026 492 51 19",,,"*30-38112-0",
967,"6","6300",0056,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Kalchackerstrasse 9","Postfach","3047","Bremgarten","031 302 01 54","031 302 40 30",,,"*30-38112-0",
968,"6","6300",0057,,063000,"6300","3",2011-04-15,"1","1","1","Valiant Bank","Valiant Bank AG","Laurenzenvorstadt 1","Postfach","5000","Aarau","062 837 80 80","062 837 80 99",,,"*30-38112-0",
969,"6","6300",0058,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Löwenplatz 6","Postfach","5712","Beinwil am See","062 771 16 49","062 771 17 41",,,"*30-38112-0",
970,"6","6300",0059,,063000,"6300","3",2011-04-15,"1","1","1","Valiant Bank","Valiant Bank AG","Poststrasse 1","Postfach","5707","Seengen","062 777 25 26","062 777 25 27",,,"*30-38112-0",
971,"6","6300",0060,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Tramstrasse 11","Postfach","5034","Suhr","062 842 53 88","062 842 53 52",,,"*30-38112-0",
972,"6","6300",0061,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Dorfstrasse 709","Postfach","5728","Gontenschwil","062 773 19 88","062 773 19 89",,,"*30-38112-0",
973,"6","6300",0062,,063000,"6300","3",2005-05-13,"1","1","1","Valiant Bank","Valiant Bank AG","Dorfstrasse 2","Postfach","6221","Rickenbach LU","041 930 25 50","041 930 32 04",,,"*30-38112-0",
974,"6","6300",0063,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Oberdorfstrasse 1A","Postfach","5703","Seon","062 775 31 55","062 775 31 56",,,"*30-38112-0",
975,"6","6300",0064,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Dorfstrasse 1","Postfach","5040","Schöftland","062 739 25 25","062 739 25 00",,,"*30-38112-0",
976,"6","6300",0065,,063000,"6300","3",2007-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Hauptstrasse 21","Postfach","5742","Kölliken","062 724 89 00","062 724 88 09",,,"*30-38112-0",
977,"6","6300",0066,,063000,"6300","3",2010-09-20,"1","1","1","Valiant Bank","Valiant Bank AG","Köllikerstrasse 2","Postfach","5036","Oberentfelden","062 738 37 37","062 738 37 38",,,"*30-38112-0",
978,"6","6300",0070,,063000,"6300","3",2007-05-26,"1","1","1","Valiant Bank","Valiant Bank AG","Dinkelhof 1","Postfach","5706","Boniswil","062 767 77 80","062 767 77 88",,,"*30-38112-0",
979,"6","6300",0071,,063000,"6300","3",2007-05-26,"1","1","1","Valiant Bank","Valiant Bank AG","Mitteldorfstrasse 3","Postfach","5722","Gränichen","062 842 23 45","062 842 03 11",,,"*30-38112-0",
980,"6","6300",0072,,063000,"6300","3",2007-05-26,"1","1","1","Valiant Bank","Valiant Bank AG","Zentrumsplatz 3","Postfach","5726","Unterkulm","062 768 80 50","062 768 80 59",,,"*30-38112-0",
981,"6","6300",0075,,063000,"6300","3",2007-05-26,"1","1","1","Valiant Bank","Valiant Bank AG","Hauptstrasse 65","Postfach","5734","Reinach AG","062 765 65 65","062 765 65 00",,,"*30-38112-0",
982,"6","6300",0077,,063000,"6300","3",2005-05-17,"1","1","1","Valiant Bank","Valiant Bank AG","Luzernerstrasse 3","Postfach","6252","Dagmersellen","062 748 30 20","062 748 30 29",,,"*30-38112-0",
983,"6","6300",0078,,063000,"6300","3",2006-02-09,"1","1","1","Valiant Bank","Valiant Bank AG","Gerliswilstrasse 43","Postfach","6021","Emmenbrücke 1","041 269 00 69","041 269  00 60",,,"*30-38112-0",
984,"6","6300",0079,,063000,"6300","3",2005-05-17,"1","1","1","Valiant Bank","Valiant Bank AG","Dorfstrasse 3","Postfach","6022","Grosswangen","041 984 15 15","041 984 15 16",,,"*30-38112-0",
985,"6","6300",0080,,063000,"6300","3",2005-05-17,"1","1","1","Valiant Bank","Valiant Bank AG","Gasshofstrasse 1","Postfach","6014","Littau","041 259 51 31","041 259 51 49",,,"*30-38112-0",
986,"6","6300",0081,,063000,"6300","3",2005-05-17,"1","1","1","Valiant Bank","Valiant Bank AG","Ohmstalerstrasse 9","Postfach","6247","Schötz","041 984 22 22","041 984 22 23",,,"*30-38112-0",
987,"6","6300",0082,,063000,"6300","3",2005-11-03,"1","1","1","Valiant Bank","Valiant Bank AG","Bahnhofstrasse 12","Postfach","6210","Sursee","041 925 69 69","041 925 69 70",,,"*30-38112-0",
988,"6","6300",0083,,063000,"6300","3",2005-05-17,"1","1","1","Valiant Bank","Valiant Bank AG","Dorfstrasse 5","Postfach","6242","Wauwil","041 984 12 84","041 984 12 85",,,"*30-38112-0",
989,"6","6300",0084,,063000,"6300","3",2011-04-15,"1","1","1","Valiant Bank","Valiant Bank AG","Bruggmatt 1","Postfach","6130","Willisau","041 972 78 78","041 972 78 79",,,"*30-38112-0",
990,"6","6300",0085,,063000,"6300","3",2005-05-17,"1","1","1","Valiant Bank","Valiant Bank AG","Entlebucherstrasse 1","Postfach","6110","Wolhusen","041 492 63 63","041 492 63 64",,,"*30-38112-0",
991,"6","6300",0086,,063000,"6300","3",2005-05-17,"1","1","1","Valiant Bank","Valiant Bank AG","Luzernstrasse 1","Postfach","6144","Zell LU","041 989 84 84","041 989 84 85",,,"*30-38112-0",
992,"6","6300",0087,,063000,"6300","3",2005-05-17,"1","1","1","Valiant Bank","Valiant Bank AG","Pilatusstrasse 39","Postfach","6002","Luzern","041 248 66 55","041 248 66 99",,,"*30-38112-0",
993,"6","6300",0088,,063000,"6300","3",2006-02-09,"1","1","1","Valiant Bank","Valiant Bank AG","Oberstadt 10","Postfach","6204","Sempach","041 460 14 44","041 460 29 01",,,"*30-38112-0",
994,"6","6300",0090,,063000,"6300","3",2005-05-17,"1","1","1","Valiant Bank","Valiant Bank AG","Tschannhof","Postfach","6033","Buchrain","041 444 21 21","041 444 21 25",,,"*30-38112-0",
995,"6","6300",0091,,063000,"6300","3",2005-05-17,"1","1","1","Valiant Bank","Valiant Bank AG","Luzernerstrasse 8","Postfach","6045","Meggen","041 377 44 88","041 377 44 85",,,"*30-38112-0",
996,"6","6300",0092,,063000,"6300","3",2005-05-17,"1","1","1","Valiant Bank","Valiant Bank AG","Bankstrasse 1","Postfach","6281","Hochdorf","041 914 02 32","041 914 02 33",,,"*30-38112-0",
997,"6","6300",0093,,063000,"6300","3",2006-02-09,"1","1","1","Valiant Bank","Valiant Bank AG","Hellbühlerstrasse 2","Postfach","6017","Ruswil","041 496 60 60","041 496 60 70",,,"*30-38112-0",
998,"6","6300",0094,,063000,"6300","3",2007-05-19,"1","1","1","Valiant Bank","Valiant Bank AG","Theaterplatz 7",,"3001","Bern","031 320 20 10","031 320 20 19",,,"*30-38112-0",
999,"6","6300",0095,,063000,"6300","3",2007-07-04,"1","1","2","Banque Valiant","Banque Valiant SA","Rue de Romont 6","Case postale 1591","1701","Fribourg","026 347 44 00","026 347 44 09",,,"*30-38112-0",
1000,"6","6300",0096,,063000,"6300","3",2008-02-29,"1","1","1","Valiant Bank","Valiant Bank AG","Cytipark, Gartenstrasse 6",,"6301","Zug","041 725 23 80","041 725 23 89",,,"*30-38112-0",
1001,"6","6300",0097,,063000,"6300","3",2009-05-11,"1","1","1","Valiant Bank","Valiant Bank AG","Stadtturmstrasse 8","Postfach 1457","5401","Baden","056 204 20 80","056 204 20 89",,,"*30-38112-0",
1002,"6","6300",0098,,063000,"6300","3",2009-05-25,"1","1","1","Valiant Bank","Valiant Bank AG","Grand-Rue 15","Case postale 571","1630","Bulle 1","026 916 16 20","026 916 16 29",,,"*30-38112-0",
1003,"6","6300",0099,,063000,"6300","3",2009-09-01,"1","1","2","Banque Valiant","Banque Valiant SA","Place Saint-François 11",,"1003","Lausanne","021 977 23 20","021 977 23 29",,,"*30-38112-0",
1004,"6","6300",0100,,063000,"6300","3",2010-01-04,"1","1","1","Valiant Bank","Valiant Bank AG","Zentr. Kirschgarten,Sternengasse 15","Postfach","4010","Basel","061 228 29 29","061 228 29 28",,,"*30-38112-0",
1005,"6","6300",0101,,063000,"6300","3",2011-04-15,"1","1","1","Valiant Bank","Valiant Bank AG","Simmengasse 1","Postfach 368","3770","Zweisimmen","033 722 27 55","033 722 39 89",,,"*30-38112-0",
1006,"6","6300",0103,,063000,"6300","3",2010-06-02,"1","1","1","Valiant Bank","Valiant Bank AG","Banhhofstrasse 57","Postfach","2501","Biel/Bienne","032 327 28 29","032 327 28 28",,,"*30-38112-0","VABECH22XXX"
1007,"6","6300",0104,,063000,"6300","3",2010-07-20,"1","1","1","Valiant Bank","Valiant Bank AG","Röschenzstrasse 12",,"4242","Laufen","061 765 53 33","061 765 53 05",,,"*30-38112-0","VABECH22XXX"
1008,"6","6300",0105,,063000,"6300","3",2011-04-15,"1","1","1","Valiant Bank","Valiant Bank AG","Central 1",,"4226","Breitenbach","061 789 96 66","061 789 96 55",,,"*30-38112-0","VABECH22XXX"
1009,"6","6300",0106,,063000,"6300","3",2010-07-20,"1","1","1","Valiant Bank","Valiant Bank AG","Dorfstrasse 2",,"4222","Zwingen","061 765 94 44","061 765 94 45",,,"*30-38112-0","VABECH22XXX"
1010,"6","6300",0107,,063000,"6300","3",2010-07-20,"1","1","1","Valiant Bank","Valiant Bank AG","Hauptstrasse 8",,"4153","Reinach BL","061 717 50 50","061 717 50 59",,,"*30-38112-0","VABECH22XXX"
1011,"6","6300",0108,,063000,"6300","3",2012-03-07,"1","1","2","Banque Valiant","Banque Valiant SA","Rue de la Plaine 5",,"1401","Yverdon-les-Bains","024 424 94 11","024 424 94 08",,,"*30-38112-0","VABECH22XXX"
1012,"6","6300",0109,,063000,"6300","3",2012-03-07,"1","1","2","Banque Valiant","Banque Valiant SA","Faubourg de l'Hôpital 21",,"2001","Neuchâtel","032 727 67 11","032 727 67 08",,,"*30-38112-0","VABECH22XXX"
1013,"6","6305",0000,,063058,"6305","1",2011-12-31,"1","0","1","Valiant Bank AG","Valiant Bank AG (ex Valiant Privatbank AG)","Bundesplatz 4","Postfach 5324","3001","Bern","031 310 61 11","031 310 61 12",,,"30-38266-8","VBBECH22XXX"
1014,"6","6305",0001,,063058,"6305","3",2005-03-18,"1","0","1","Valiant Bank AG","Valiant Bank AG (ex Valiant Privatbank AG)","Laurenzenvorstadt 1",,"5001","Aarau","062 837 80 90","062 837 80 89",,,"*30-38266-8",
1015,"6","6305",0003,,063058,"6305","3",2011-04-15,"1","0","1","Valiant Bank AG","Valiant Bank AG (ex Valiant Privatbank AG)","Pilatusstrasse 22","Postfach 4903","6002","Luzern","041 248 65 00","041 248 65 15",,,"*30-38266-8",
1016,"6","6305",0004,,063058,"6305","3",2007-07-04,"1","0","2","Valiant Bank AG","Banque Valiant SA (ex Banque Valiant Privée SA)","Rue de Romont 6","Case postale 1579","1701","Fribourg","026 347 48 80","026 347 48 89",,,"*30-38266-8",
1017,"6","6305",0005,,063058,"6305","3",2008-02-29,"1","0","1","Valiant Bank AG","Valiant Bank AG (ex Valiant Privatbank AG)","Cytipark, Gartenstrasse 6",,"6301","Zug","041 726 49 60","041 726 49 69",,,"*30-38266-8",
1018,"6","6305",0006,,063058,"6305","3",2011-04-21,"1","0","1","Valiant Bank AG","Valiant Bank AG (ex Valiant Privatbank AG)","Dorfstrasse 9",,"3550","Langnau i. E.","034 409 43 43","034 409 43 49",,,"*30-38266-8","VBBECH22XXX"
1019,"6","6305",0007,,063058,"6305","3",2011-04-21,"1","0","2","Valiant Bank AG","Banque Valiant SA (ex Banque Valiant Privée SA)","Rue de la Molière 19",,"2800","Delémont","032 424 52 52","032 424 52 58",,,"*30-38266-8","VBBECH22XXX"
1020,"6","6305",0008,,063058,"6305","3",2011-04-21,"1","0","2","Valiant Bank AG","Banque Valiant SA (ex Banque Valiant Privée SA)","Faubourg de l'Hôpital 21",,"2001","Neuchâtel","032 727 67 11","032 727 67 08",,,"*30-38266-8","VBBECH22XXX"
1021,"6","6305",0009,,063058,"6305","3",2012-03-07,"1","0","2","Valiant Bank AG","Banque Valiant SA (ex Banque Valiant Privée SA)","Rue de la Plaine 5",,"1401","Yverdon","024 424 94 11","024 424 94 08",,,"*30-38266-8","VBBECH22XXX"
1022,"6","6313",0000,,063136,"6313","1",2011-05-19,"1","1","1","Bernerland Bank","Bernerland Bank AG","Kirchgasse 2","Postfach 34","3454","Sumiswald","034 432 37 37","034 432 37 54",,,"30-38189-7","RBABCH22313"
1023,"6","6313",0001,,063136,"6313","3",2011-04-15,"1","1","1","Bernerland Bank","Bernerland Bank AG","Rüegsaustrasse 35","Postfach 236","3415","Hasle-Rüegsau","034 460 67 67","034 460 67 60",,,"*30-38189-7","RBABCH22313"
1024,"6","6313",0002,,063136,"6313","3",2011-04-15,"1","1","1","Bernerland Bank","Bernerland Bank AG","Dorfstrasse 43","Postfach 26","3432","Lützelflüh-Goldbach","034 461 16 48","034 461 16 51",,,"*30-38189-7","RBABCH22313"
1025,"6","6313",0005,,063136,"6313","3",2011-04-15,"1","1","1","Bernerland Bank","Bernerland Bank AG","Gemeindeverwaltung","Postfach","4942","Walterswil BE","062 964 12 12","062 964 12 26",,,"*30-38189-7","RBABCH22313"
1026,"6","6313",0006,,063136,"6313","3",2006-02-10,"1","1","1","Bernerland Bank","Bernerland Bank AG","Dorfstrasse 31a","Postfach 208","3457","Wasen im Emmental","034 437 03 33","034 437 15 61",,,"*30-38189-7","RBABCH22313"
1027,"6","6313",0007,,063136,"6313","3",2011-04-15,"1","1","1","Bernerland Bank","Bernerland Bank AG","Dorfstrasse 7","Postfach 16","3465","Dürrenroth","062 959 00 59","062 959 00 49",,,"*30-38189-7","RBABCH22313"
1028,"6","6313",0008,,063136,"6313","3",2006-02-10,"1","1","1","Bernerland Bank","Bernerland Bank AG","Bahnhofstrasse 2","Postfach 192","3360","Herzogenbuchsee","062 956 60 20","062 956 60 29",,,"*30-38189-7","RBABCH22313"
1029,"6","6313",0009,,063136,"6313","3",2003-07-10,"1","1","1","Bernerland Bank","Bernerland Bank AG","Unterdorfstrasse 9","Postfach 74","4934","Madiswil","062 957 80 70","062 957 80 75",,,"*30-38189-7","RBABCH22313"
1030,"6","6313",0010,,063136,"6313","3",2011-04-15,"1","1","1","Bernerland Bank","Bernerland Bank AG","Dorf","Postfach 7","4954","Wyssachen","062 957 12 48","062 966 10 82",,,"*30-38189-7","RBABCH22313"
1031,"6","6313",0011,,063136,"6313","3",2011-04-15,"1","1","1","Bernerland Bank","Bernerland Bank AG","Hauptstrasse 37","Postfach 51","4952","Eriswil","062 966 20 22","062 966 20 23",,,"*30-38189-7","RBABCH22313"
1032,"6","6313",0013,,063136,"6313","3",2011-04-15,"1","1","1","Bernerland Bank","Bernerland Bank AG","Ersigenstrasse 4","Postfach 325","3422","Kirchberg","034 448 40 80","034 448 40 81",,,"*30-38189-7","RBABCH22313"
1033,"6","6313",0014,,063136,"6313","3",2011-04-15,"1","1","1","Bernerland Bank","Bernerland Bank AG","Kornhausgasse 4","Postfach","3400","Burgdorf","034 421 66 66","034 421 66 69",,,"*30-38189-7","RBABCH22313"
1034,"6","6313",0015,,063136,"6313","3",2011-04-20,"1","1","1","Bernerland Bank","Bernerland Bank AG","Marktgasse 5","Postfach","4900","Langenthal","062 916 17 18","062 916 17 10",,,"*30-38189-7","RBABCH22XXX"
1035,"6","6313",0016,,063136,"6313","3",2011-04-15,"1","1","1","Bernerland Bank","Bernerland Bank AG","Bleuen",,"4943","Oeschenbach","062 965 17 73",,,,"*30-38189-7","RBABCH22313"
1036,"6","6313",0017,,063136,"6313","3",2011-04-15,"1","1","1","Bernerland Bank","Bernerland Bank AG","Gemeindeverwaltung",,"4938","Rohrbachgraben","062 965 13 52",,,,"*30-38189-7","RBABCH2231X"
1037,"6","6313",0018,,063136,"6313","3",2011-05-19,"1","1","1","Bernerland Bank","Bernerland Bank AG","Lütoldstrasse 1","Postfach 34","3454","Sumiswald","034 432 37 37","034 432 37 54",,,"*30-38189-7","RBABCH22313"
1038,"6","6327",0000,"6300",063271,"6327","2",2010-01-15,"1","3","1","Valiant Bank AG","Valiant Bank AG","Bahnhofstrasse 7","Postfach 368","3770","Zweisimmen","033 722 27 55","033 722 39 89",,,"30-38272-3","RBABCH22327"
1039,"6","63271",0000,"6300",632710,"6327","2",2010-01-15,"1","3","1","Valiant Bank AG","Valiant Bank AG","Kronenplatz 4","Postfach 356","3775","Lenk im Simmental","033 733 17 35","033 733 17 92",,,"*30-38272-3","RBABCH22327"
1040,"6","6336",0000,,063366,"6336","1",2009-12-01,"3","0","1","Clientis AG","Clientis AG","Gurtengasse 6","Postfach 252","3000","Bern 7","031 660 46 44","031 660 46 55",,,,
1041,"6","6342",0000,,063420,"6342","1",2011-04-15,"1","3","1","Saanen Bank","SB Saanen Bank AG","Bahnhofstrasse 2","Postfach 7","3792","Saanen","033 748 46 46","033 748 46 56",,,"30-38105-1","RBABCH22342"
1042,"6","6342",0001,,063420,"6342","3",2004-06-26,"1","3","1","Saanen Bank","SB Saanen Bank AG","Mühlematte","Postfach","3782","Lauenen b. Gstaad","033 765 91 86","033 765 91 89",,,"*30-38105-1","RBABCH22342"
1043,"6","6342",0002,,063420,"6342","3",2011-04-15,"1","3","1","Saanen Bank","SB Saanen Bank AG","Gsteigstrasse 9",,"3785","Gsteig b. Gstaad","033 755 81 86","033 755 81 89",,,"*30-38105-1","RBABCH22342"
1044,"6","6342",0003,,063420,"6342","3",2011-04-15,"1","3","1","Saanen Bank","SB Saanen Bank AG","Promenade 52","Postfach 96","3780","Gstaad","033 748 46 46","033 748 88 29",,,"*30-38105-1","RBABCH22342"
1045,"6","6342",0004,,063420,"6342","3",2011-04-15,"1","3","1","Saanen Bank","SB Saanen Bank AG","Dorfstrasse 52","Postfach","3778","Schönried","033 744 02 90","033 744 02 92",,,"*30-38105-1","RBABCH22342"
1046,"6","6363",0000,,063630,"6363","1",2009-11-07,"1","1","1","S + L Münsingen","SPAR + LEIHKASSE MUENSINGEN AG","Dorfplatz 5","Postfach 1080","3110","Münsingen","031 724 11 11","031 724 11 55",,,"30-38161-3","RBABCH22363"
1047,"6","6363",0001,,063630,"6363","3",2001-07-26,"1","1","1","S + L Münsingen","SPAR + LEIHKASSE MUENSINGEN AG","Bahnhofstrasse 13",,"3076","Worb","031 839 73 73","031 839 73 75",,,"*30-38161-3",
1048,"6","6363",0002,,063630,"6363","3",2001-07-26,"1","1","1","S + L Münsingen","SPAR + LEIHKASSE MUENSINGEN AG","Bernstrasse 6",,"3114","Wichtrach","031 781 23 23","031 781 33 50",,,"*30-38161-3",
1049,"6","6363",0003,,063630,"6363","3",2001-07-26,"1","1","1","S + L Münsingen","SPAR + LEIHKASSE MUENSINGEN AG","Emmentalstrasse 15",,"3510","Konolfingen","031 790 30 30","031 790 30 39",,,"*30-38161-3",
1050,"6","6363",0004,,063630,"6363","3",2001-07-26,"1","1","1","S + L Münsingen","SPAR + LEIHKASSE MUENSINGEN AG","Kirchgasse 18A",,"3116","Kirchdorf BE","031 781 01 66","031 781 37 11",,,"*30-38161-3",
1051,"6","6374",0000,,063748,"6374","1",2009-11-07,"1","3","1","S+L Riggisberg","Spar+Leihkasse Riggisberg AG","Grabenstrasse 7","Postfach","3132","Riggisberg","031 808 08 08","031 808 08 18",,,"30-38128-0","RBABCH22374"
